-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,113,-1,-1,-1,-1,-1,-1,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,85,144,145,146,166,166,166,166,166,166,166,166,167,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99,100,159,160,161,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,85,86,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,113,114,115,174,175,176,113,-1,-1,-1,-1,-1,-1,-1,-1,99,100,101,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,105,106,106,106,106,106,106,106,107,-1,-1,-1,-1,-1,-1,113,114,115,116,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,84,85,144,145,146,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,99,100,159,160,161,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,85,86,-1,-1,-1,113,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
173,114,115,174,175,176,-1,-1,-1,-1,-1,-1,-1,-1,-1,99,100,101,-1,60,61,61,61,62,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,113,114,115,116,-1,75,76,76,76,77,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,76,76,76,77,-1,-1,-1,-1,-1,-1,-1,113
-1,-1,-1,-1,-1,144,145,146,-1,84,85,86,-1,-1,-1,-1,-1,-1,-1,75,76,76,76,77,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,159,160,161,-1,99,100,101,-1,-1,-1,-1,-1,-1,-1,75,76,76,76,77,-1,-1,-1,84,85,86,-1,-1
-1,-1,-1,-1,113,174,175,176,113,114,115,116,-1,113,-1,-1,-1,-1,-1,75,76,76,76,77,-1,-1,-1,99,100,101,-1,-1
-1,-1,-1,60,61,61,61,61,61,61,61,61,61,61,62,-1,-1,-1,-1,75,76,76,76,77,-1,-1,-1,114,115,116,113,-1
-1,-1,-1,75,76,76,76,76,76,76,76,76,76,76,77,-1,-1,-1,-1,75,76,76,76,77,-1,-1,-1,60,61,61,61,62
-1,-1,-1,75,76,76,76,76,76,76,76,76,76,76,77,-1,-1,-1,-1,75,76,76,76,77,-1,-1,-1,75,76,76,76,77
